time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-04 15:19:10.083640,0.4,4 4 3 1 4,155 172 120 164 187,14
2022-03-04 15:19:13.037175,0.4,4 4 3 4 4,155 172 120 164 187,14
2022-03-04 15:19:15.938583,0.4,4 4 3 4 4,155 172 120 164 187,14
2022-03-04 15:19:19.296127,0.4,4 4 3 4 4,155 172 120 164 187,14
2022-03-04 15:19:22.568638,0.4,4 4 3 4 4,155 172 120 164 187,14
2022-03-04 15:19:25.735053,0.4,4 4 3 4 4,38 172 120 164 187,14
2022-03-04 15:19:28.790890,0.4,4 4 3 4 4,38 59 91 164 187,14
2022-03-04 15:19:31.860570,0.4,4 4 3 4 4,38 59 91 164 187,14
2022-03-04 15:19:35.136920,0.4,4 4 3 4 4,38 59 91 164 187,14
2022-03-04 15:19:38.320908,0.4,4 4 3 4 4,38 59 91 164 187,14
2022-03-04 15:19:41.807848,0.4,4 4 3 4 4,38 59 91 164 187,14
2022-03-04 15:19:46.084300,0.4,4 5 6 4 4,38 59 91 164 187,14
2022-03-04 15:19:49.454144,0.5,4 5 6 4 4,38 59 91 164 187,14
2022-03-04 15:19:53.360523,0.4,4 5 6 4 4,38 59 91 164 187,14
2022-03-04 15:19:56.355086,0.4,4 5 6 4 4,61 59 91 61 47,14
2022-03-04 15:19:59.406643,0.5,4 5 6 4 4,61 59 91 61 47,14
2022-03-04 15:20:02.259694,0.4,4 5 6 4 4,61 59 91 61 47,14
2022-03-04 15:20:05.273361,0.4,4 5 6 4 4,61 59 91 61 47,14
2022-03-04 15:20:08.391914,0.5,4 5 6 4 4,61 59 91 61 47,14
2022-03-04 15:20:11.447149,0.4,5 5 6 5 4,61 59 91 61 47,14
2022-03-04 15:20:15.193036,0.5,5 5 6 5 4,61 59 91 61 47,14
2022-03-04 15:20:19.049722,0.5,5 5 6 5 4,61 59 91 61 47,14
2022-03-04 15:20:22.276113,0.5,5 5 6 5 4,61 59 91 61 47,14
2022-03-04 15:20:25.521394,0.4,5 5 6 5 4,61 59 91 61 67,14
2022-03-04 15:20:28.505856,0.4,5 5 6 5 4,61 49 41 61 67,14
2022-03-04 15:20:31.469909,0.4,5 5 6 5 4,61 49 41 61 67,14
2022-03-04 15:20:34.413825,0.4,5 5 6 5 4,61 49 41 61 67,14
2022-03-04 15:20:37.470513,0.5,5 5 6 5 4,61 49 41 61 67,14
2022-03-04 15:20:40.222995,0.4,5 5 6 5 6,61 49 41 61 67,14
2022-03-04 15:20:42.957796,0.5,5 5 6 5 6,61 49 41 61 67,14
2022-03-04 15:20:45.739804,0.4,5 5 6 5 6,61 49 41 61 67,14
2022-03-04 15:20:49.029946,0.4,5 5 6 5 6,61 49 41 61 67,14
2022-03-04 15:20:52.630143,0.4,5 5 6 5 6,61 49 41 61 67,14
